party,year,score,orientation,counts,random_state
Team Stronach for Austria,2013.0,0.5111111111111111,Right-wing,45,33
Austrian Freedom Party,2013.0,0.391304347826087,Right-wing,138,33
Alliance for the Future of Austria,2006.0,0.4810126582278481,Right-wing,79,33
The Greens,2002.0,0.2830188679245283,Left-wing,53,33
Austrian People’s Party,2008.0,0.216867469879518,Right-wing,83,33
The Greens,2006.0,0.2359550561797752,Left-wing,89,33
Austrian Social Democratic Party,2006.0,0.1052631578947368,Left-wing,19,33
The New Austria,2017.0,0.3466666666666667,Other,75,33
Alliance for the Future of Austria,2008.0,0.4285714285714285,Right-wing,14,33
Austrian Social Democratic Party,2008.0,0.2162162162162162,Left-wing,37,33
Austrian Communist Party,2008.0,0.125,Left-wing,8,33
Peter Pilz List,2017.0,0.2493169398907103,Left-wing,1464,33
The Greens,2008.0,0.360655737704918,Left-wing,61,34
Austrian Social Democratic Party,2006.0,0.325,Left-wing,160,34
Austrian People’s Party,2006.0,0.2077393075356415,Right-wing,491,34
The New Austria,2013.0,0.2983425414364641,Other,181,34
Alliance for the Future of Austria,2006.0,0.5777777777777777,Right-wing,135,34
Austrian Freedom Party,2013.0,0.505720823798627,Right-wing,437,34
The Greens,2013.0,0.3865979381443299,Left-wing,194,34
The Greens,2006.0,0.2129032258064516,Left-wing,310,34
Austrian People’s Party,2017.0,0.3474178403755869,Right-wing,213,34
Austrian Freedom Party,2008.0,0.5502645502645502,Right-wing,189,34
Austrian Freedom Party,2017.0,0.5678233438485805,Right-wing,317,34
Team Stronach for Austria,2013.0,0.5641025641025641,Right-wing,195,34
Austrian Social Democratic Party,2002.0,0.1770244821092278,Left-wing,531,34
Austrian People’s Party,2002.0,0.2075471698113207,Right-wing,53,34
Austrian Freedom Party,2006.0,0.4285714285714285,Right-wing,7,34
Austrian Social Democratic Party,2017.0,0.2857142857142857,Left-wing,56,34
Austrian Communist Party,2008.0,0.3333333333333333,Left-wing,21,34
The Greens,2002.0,0.1954022988505747,Left-wing,87,34
The Greens,2017.0,0.4519230769230769,Left-wing,104,34
Alliance for the Future of Austria,2008.0,0.6703296703296703,Right-wing,91,34
Austrian People’s Party,2013.0,0.453125,Right-wing,64,34
Austrian Freedom Party,2002.0,0.5238095238095238,Right-wing,21,34
Austrian Social Democratic Party,2008.0,0.3894736842105263,Left-wing,95,34
Austrian People’s Party,2008.0,0.05,Right-wing,40,34
The New Austria,2017.0,0.3333333333333333,Other,12,34
Austrian Social Democratic Party,2013.0,0.0681818181818181,Left-wing,44,34
Peter Pilz List,2017.0,0.4253578732106339,Left-wing,489,34
Team Stronach for Austria,2013.0,0.5185185185185185,Right-wing,54,35
The Greens,2013.0,0.3231441048034934,Left-wing,458,35
The Greens,2006.0,0.3028846153846153,Left-wing,208,35
The Greens,2002.0,0.4351851851851852,Left-wing,216,35
Alliance for the Future of Austria,2008.0,0.6359832635983264,Right-wing,478,35
Austrian Social Democratic Party,2006.0,0.343984962406015,Left-wing,532,35
Austrian Freedom Party,2008.0,0.5675675675675675,Right-wing,37,35
Alliance for the Future of Austria,2006.0,0.4948979591836734,Right-wing,196,35
The Greens,2017.0,0.3401360544217687,Left-wing,147,35
The Greens,2008.0,0.2655172413793103,Left-wing,290,35
The New Austria,2017.0,0.391304347826087,Other,184,35
Austrian People’s Party,2017.0,0.3618421052631579,Right-wing,152,35
Austrian People’s Party,2008.0,0.1914893617021276,Right-wing,47,35
Austrian Social Democratic Party,2002.0,0.2658227848101265,Left-wing,79,35
Austrian Communist Party,2008.0,0.3529411764705882,Left-wing,238,35
Austrian People’s Party,2013.0,0.180064308681672,Right-wing,311,35
The New Austria,2013.0,0.3205128205128205,Other,78,35
Austrian Freedom Party,2017.0,0.4435483870967742,Right-wing,124,35
Austrian Social Democratic Party,2008.0,0.3815789473684211,Left-wing,76,35
Austrian Freedom Party,2006.0,0.75,Right-wing,16,35
Austrian People’s Party,2002.0,0.5,Right-wing,80,35
Austrian Social Democratic Party,2017.0,0.2807017543859649,Left-wing,57,35
Austrian People’s Party,2006.0,0.1868131868131868,Right-wing,91,35
Austrian Freedom Party,2002.0,0.3478260869565217,Right-wing,23,35
Austrian Freedom Party,2013.0,0.0,Right-wing,3,35
Austrian Social Democratic Party,2013.0,0.3888888888888889,Left-wing,18,35
Peter Pilz List,2017.0,0.3269230769230769,Left-wing,208,35
Team Stronach for Austria,2013.0,0.392156862745098,Right-wing,153,36
The Greens,2002.0,0.3006012024048096,Left-wing,499,36
Alliance for the Future of Austria,2008.0,0.5996168582375478,Right-wing,522,36
Austrian Freedom Party,2017.0,0.5217391304347826,Right-wing,46,36
Austrian Social Democratic Party,2013.0,0.2385321100917431,Left-wing,436,36
The Greens,2013.0,0.2962962962962963,Left-wing,27,36
Austrian Social Democratic Party,2008.0,0.2419354838709677,Left-wing,62,36
The Greens,2008.0,0.2580645161290322,Left-wing,186,36
Austrian People’s Party,2008.0,0.3120567375886525,Right-wing,141,36
Austrian Freedom Party,2008.0,0.6402640264026402,Right-wing,303,36
Austrian Freedom Party,2006.0,0.5124378109452736,Right-wing,201,36
Austrian People’s Party,2002.0,0.231578947368421,Right-wing,95,36
Austrian People’s Party,2006.0,0.2433862433862433,Right-wing,189,36
Austrian Social Democratic Party,2002.0,0.2793650793650793,Left-wing,315,36
Austrian Communist Party,2008.0,0.2808219178082192,Left-wing,146,36
Austrian People’s Party,2013.0,0.217391304347826,Right-wing,184,36
Austrian People’s Party,2017.0,0.4807692307692308,Right-wing,52,36
Austrian Freedom Party,2013.0,0.1834862385321101,Right-wing,109,36
The Greens,2006.0,0.2,Left-wing,45,36
Alliance for the Future of Austria,2006.0,0.4444444444444444,Right-wing,18,36
Austrian Social Democratic Party,2017.0,0.2142857142857142,Left-wing,84,36
The New Austria,2017.0,0.2777777777777778,Other,72,36
The Greens,2017.0,0.3636363636363636,Left-wing,11,36
The New Austria,2013.0,0.2424242424242424,Other,66,36
Austrian Freedom Party,2002.0,0.3870967741935484,Right-wing,62,36
Austrian Social Democratic Party,2006.0,0.25,Left-wing,12,36
Peter Pilz List,2017.0,0.3001364256480218,Left-wing,733,36
Austrian Freedom Party,2017.0,0.5205479452054794,Right-wing,146,37
Alliance for the Future of Austria,2006.0,0.3865979381443299,Right-wing,194,37
The New Austria,2017.0,0.1764705882352941,Other,51,37
Alliance for the Future of Austria,2008.0,0.5590200445434298,Right-wing,449,37
Austrian People’s Party,2008.0,0.2129629629629629,Right-wing,216,37
Austrian Freedom Party,2008.0,0.4467005076142132,Right-wing,197,37
The Greens,2002.0,0.6178010471204188,Left-wing,191,37
Austrian Freedom Party,2002.0,0.5796766743648961,Right-wing,433,37
Austrian Social Democratic Party,2013.0,0.3195691202872531,Left-wing,557,37
The New Austria,2013.0,0.1791044776119403,Other,335,37
Austrian People’s Party,2013.0,0.3987341772151899,Right-wing,158,37
The Greens,2013.0,0.4111111111111111,Left-wing,180,37
Austrian People’s Party,2002.0,0.2280701754385964,Right-wing,57,37
Austrian Freedom Party,2006.0,0.7282608695652174,Right-wing,92,37
Austrian People’s Party,2017.0,0.2371794871794871,Right-wing,312,37
Austrian Social Democratic Party,2006.0,0.5,Left-wing,76,37
The Greens,2006.0,0.323943661971831,Left-wing,142,37
The Greens,2017.0,0.4482758620689655,Left-wing,87,37
Austrian Communist Party,2008.0,0.2115384615384615,Left-wing,52,37
The Greens,2008.0,0.1555555555555555,Left-wing,45,37
Austrian Social Democratic Party,2008.0,0.1739130434782608,Left-wing,69,37
Austrian Social Democratic Party,2017.0,0.3333333333333333,Left-wing,21,37
Austrian People’s Party,2006.0,0.2894736842105263,Right-wing,76,37
Austrian Social Democratic Party,2002.0,0.4285714285714285,Left-wing,7,37
Team Stronach for Austria,2013.0,0.3707865168539326,Right-wing,89,37
Austrian Freedom Party,2013.0,0.1666666666666666,Right-wing,12,37
Peter Pilz List,2017.0,0.2894736842105263,Left-wing,38,37
Austrian Freedom Party,2006.0,0.5614973262032086,Right-wing,187,38
Austrian People’s Party,2013.0,0.352059925093633,Right-wing,534,38
Team Stronach for Austria,2013.0,0.6369294605809128,Right-wing,482,38
Austrian Freedom Party,2002.0,0.4918918918918919,Right-wing,185,38
Austrian People’s Party,2017.0,0.2222222222222222,Right-wing,45,38
Austrian Freedom Party,2013.0,0.4347826086956521,Right-wing,138,38
Austrian People’s Party,2008.0,0.2892561983471074,Right-wing,242,38
Austrian Social Democratic Party,2008.0,0.2717391304347826,Left-wing,184,38
Austrian Freedom Party,2008.0,0.6097560975609756,Right-wing,82,38
Austrian People’s Party,2002.0,0.4502164502164502,Right-wing,462,38
Austrian Social Democratic Party,2006.0,0.2061538461538461,Left-wing,325,38
Austrian Communist Party,2008.0,0.4772727272727273,Left-wing,132,38
Alliance for the Future of Austria,2008.0,0.5172413793103449,Right-wing,203,38
The Greens,2002.0,0.4492753623188406,Left-wing,138,38
Austrian Social Democratic Party,2017.0,0.3636363636363636,Left-wing,66,38
Austrian Social Democratic Party,2013.0,0.3333333333333333,Left-wing,45,38
The New Austria,2017.0,0.4625,Other,80,38
Austrian Social Democratic Party,2002.0,0.345679012345679,Left-wing,81,38
The Greens,2017.0,0.3833333333333333,Left-wing,60,38
The New Austria,2013.0,0.3571428571428571,Other,28,38
Austrian Freedom Party,2017.0,0.5056179775280899,Right-wing,89,38
Alliance for the Future of Austria,2006.0,0.3888888888888889,Right-wing,54,38
The Greens,2013.0,0.3333333333333333,Left-wing,15,38
The Greens,2008.0,0.4107142857142857,Left-wing,56,38
The Greens,2006.0,0.2857142857142857,Left-wing,21,38
Austrian People’s Party,2006.0,0.6,Right-wing,5,38
Peter Pilz List,2017.0,0.3285984848484848,Left-wing,1056,38
Austrian People’s Party,2002.0,0.1888111888111888,Right-wing,143,39
Austrian Social Democratic Party,2017.0,0.2873563218390804,Left-wing,87,39
Austrian Freedom Party,2013.0,0.4742857142857143,Right-wing,175,39
The Greens,2002.0,0.2673913043478261,Left-wing,460,39
Austrian Social Democratic Party,2013.0,0.1425992779783393,Left-wing,554,39
Austrian Freedom Party,2002.0,0.4569892473118279,Right-wing,186,39
The New Austria,2013.0,0.2176165803108808,Other,193,39
Austrian Freedom Party,2017.0,0.6597938144329897,Right-wing,97,39
Austrian Social Democratic Party,2008.0,0.3571428571428571,Left-wing,14,39
The Greens,2008.0,0.1451612903225806,Left-wing,62,39
The Greens,2017.0,0.2448979591836734,Left-wing,98,39
Austrian People’s Party,2008.0,0.1902654867256637,Right-wing,452,39
Austrian People’s Party,2006.0,0.2116402116402116,Right-wing,189,39
Austrian Social Democratic Party,2006.0,0.2084690553745928,Left-wing,307,39
Austrian Communist Party,2008.0,0.3098591549295774,Left-wing,71,39
Austrian Social Democratic Party,2002.0,0.1809815950920245,Left-wing,326,39
Austrian Freedom Party,2006.0,0.3598130841121495,Right-wing,214,39
The Greens,2013.0,0.2911392405063291,Left-wing,79,39
Austrian People’s Party,2013.0,0.1804511278195488,Right-wing,133,39
Alliance for the Future of Austria,2008.0,0.375,Right-wing,56,39
The Greens,2006.0,0.2857142857142857,Left-wing,49,39
Austrian Freedom Party,2008.0,0.4186046511627907,Right-wing,43,39
The New Austria,2017.0,0.1818181818181818,Other,77,39
Austrian People’s Party,2017.0,0.1428571428571428,Right-wing,7,39
Team Stronach for Austria,2013.0,0.5,Right-wing,16,39
Alliance for the Future of Austria,2006.0,0.3684210526315789,Right-wing,19,39
Peter Pilz List,2017.0,0.2217741935483871,Left-wing,496,39
Austrian Freedom Party,2008.0,0.567032967032967,Right-wing,455,40
The Greens,2013.0,0.28,Left-wing,300,40
Austrian Social Democratic Party,2006.0,0.4078947368421052,Left-wing,152,40
The Greens,2002.0,0.3125,Left-wing,80,40
Austrian Freedom Party,2017.0,0.3413461538461538,Right-wing,208,40
Austrian People’s Party,2013.0,0.2466666666666666,Right-wing,150,40
Austrian People’s Party,2008.0,0.3009523809523809,Right-wing,525,40
Alliance for the Future of Austria,2008.0,0.5083682008368201,Right-wing,478,40
The Greens,2017.0,0.2115384615384615,Left-wing,208,40
The New Austria,2013.0,0.5318181818181819,Other,220,40
Alliance for the Future of Austria,2006.0,0.5903225806451613,Right-wing,310,40
Team Stronach for Austria,2013.0,0.381294964028777,Right-wing,139,40
Austrian People’s Party,2017.0,0.3720930232558139,Right-wing,43,40
Austrian Social Democratic Party,2008.0,0.329608938547486,Left-wing,179,40
Austrian Social Democratic Party,2017.0,0.2631578947368421,Left-wing,19,40
The New Austria,2017.0,0.35,Other,80,40
The Greens,2006.0,0.2297297297297297,Left-wing,74,40
Austrian People’s Party,2006.0,0.2259615384615384,Right-wing,208,40
Austrian Social Democratic Party,2002.0,0.2222222222222222,Left-wing,36,40
Austrian Freedom Party,2002.0,0.4727272727272727,Right-wing,55,40
Austrian Communist Party,2008.0,0.379746835443038,Left-wing,79,40
Austrian Freedom Party,2006.0,0.423728813559322,Right-wing,59,40
The Greens,2008.0,0.24,Left-wing,75,40
Austrian Freedom Party,2013.0,0.4,Right-wing,15,40
Austrian People’s Party,2002.0,0.0909090909090909,Right-wing,11,40
Austrian Social Democratic Party,2013.0,0.1666666666666666,Left-wing,12,40
Peter Pilz List,2017.0,0.4041811846689895,Left-wing,287,40
Team Stronach for Austria,2013.0,0.5414012738853503,Right-wing,157,41
Austrian People’s Party,2006.0,0.3310810810810811,Right-wing,444,41
Austrian Freedom Party,2017.0,0.5608465608465608,Right-wing,189,41
Austrian Freedom Party,2008.0,0.6882882882882883,Right-wing,555,41
Austrian Freedom Party,2002.0,0.4117647058823529,Right-wing,85,41
The New Austria,2017.0,0.2756410256410256,Other,312,41
Austrian Social Democratic Party,2013.0,0.1709677419354838,Left-wing,310,41
Austrian People’s Party,2002.0,0.3514851485148514,Right-wing,202,41
The New Austria,2013.0,0.37117903930131,Other,229,41
The Greens,2017.0,0.4133333333333333,Left-wing,75,41
Austrian People’s Party,2017.0,0.3613861386138614,Right-wing,202,41
The Greens,2006.0,0.2328767123287671,Left-wing,73,41
Austrian Social Democratic Party,2002.0,0.3767123287671233,Left-wing,146,41
Alliance for the Future of Austria,2006.0,0.4752475247524752,Right-wing,202,41
Austrian People’s Party,2013.0,0.1818181818181818,Right-wing,33,41
Austrian Social Democratic Party,2017.0,0.3513513513513513,Left-wing,74,41
Austrian Freedom Party,2013.0,0.2916666666666667,Right-wing,72,41
Austrian People’s Party,2008.0,0.3409090909090909,Right-wing,88,41
Austrian Social Democratic Party,2008.0,0.3333333333333333,Left-wing,66,41
Austrian Freedom Party,2006.0,0.55,Right-wing,20,41
Austrian Social Democratic Party,2006.0,0.55,Left-wing,20,41
The Greens,2008.0,0.2205882352941176,Left-wing,68,41
Alliance for the Future of Austria,2008.0,0.39568345323741,Right-wing,139,41
The Greens,2002.0,0.3947368421052631,Left-wing,38,41
Austrian Communist Party,2008.0,0.1666666666666666,Left-wing,6,41
The Greens,2013.0,0.5,Left-wing,12,41
Peter Pilz List,2017.0,0.3954918032786885,Left-wing,1464,41
The New Austria,2013.0,0.2,Other,85,42
The Greens,2008.0,0.1839080459770115,Left-wing,87,42
Austrian People’s Party,2017.0,0.1812227074235808,Right-wing,458,42
Austrian Social Democratic Party,2013.0,0.1605415860735009,Left-wing,517,42
Austrian Freedom Party,2006.0,0.5,Right-wing,188,42
Alliance for the Future of Austria,2008.0,0.3928571428571428,Right-wing,308,42
Team Stronach for Austria,2013.0,0.6656151419558359,Right-wing,317,42
Austrian Freedom Party,2002.0,0.5024875621890548,Right-wing,201,42
Austrian People’s Party,2013.0,0.3653846153846153,Right-wing,52,42
Austrian Freedom Party,2017.0,0.4328358208955223,Right-wing,67,42
Austrian Communist Party,2008.0,0.1933333333333333,Left-wing,150,42
The Greens,2002.0,0.1727272727272727,Left-wing,110,42
Austrian Social Democratic Party,2002.0,0.3777777777777777,Left-wing,45,42
Austrian People’s Party,2002.0,0.2787610619469026,Right-wing,226,42
Austrian Social Democratic Party,2017.0,0.1804878048780487,Left-wing,205,42
Alliance for the Future of Austria,2006.0,0.1346153846153846,Right-wing,52,42
The New Austria,2017.0,0.1756756756756756,Other,148,42
Austrian People’s Party,2008.0,0.3,Right-wing,80,42
Austrian Social Democratic Party,2008.0,0.2941176470588235,Left-wing,204,42
The Greens,2013.0,0.2765957446808511,Left-wing,47,42
Austrian People’s Party,2006.0,0.1887201735357917,Right-wing,461,42
Austrian Freedom Party,2013.0,0.375,Right-wing,8,42
Austrian Social Democratic Party,2006.0,0.291044776119403,Left-wing,134,42
Austrian Freedom Party,2008.0,0.25,Right-wing,8,42
The Greens,2006.0,0.2424242424242424,Left-wing,66,42
The Greens,2017.0,0.3333333333333333,Left-wing,9,42
Peter Pilz List,2017.0,0.3947368421052631,Left-wing,76,42
The New Austria,2013.0,0.3478260869565217,Other,69,43
Austrian Freedom Party,2002.0,0.601965601965602,Right-wing,407,43
Austrian People’s Party,2002.0,0.2351097178683385,Right-wing,319,43
Austrian Social Democratic Party,2017.0,0.2979797979797979,Left-wing,198,43
The Greens,2017.0,0.2621951219512195,Left-wing,164,43
Austrian Freedom Party,2006.0,0.5795454545454546,Right-wing,88,43
Austrian Freedom Party,2013.0,0.6410256410256411,Right-wing,195,43
Austrian Social Democratic Party,2013.0,0.2546468401486988,Left-wing,538,43
Austrian People’s Party,2006.0,0.2575452716297787,Right-wing,497,43
Alliance for the Future of Austria,2008.0,0.5223880597014925,Right-wing,67,43
The Greens,2006.0,0.5283018867924528,Left-wing,53,43
Austrian Social Democratic Party,2002.0,0.6385542168674698,Left-wing,83,43
The New Austria,2017.0,0.3108108108108108,Other,74,43
Alliance for the Future of Austria,2006.0,0.5245901639344263,Right-wing,61,43
Austrian People’s Party,2013.0,0.28,Right-wing,200,43
The Greens,2002.0,0.2463768115942029,Left-wing,207,43
The Greens,2013.0,0.3034482758620689,Left-wing,145,43
Austrian Freedom Party,2017.0,0.4133333333333333,Right-wing,150,43
Team Stronach for Austria,2013.0,0.5852272727272727,Right-wing,176,43
